4.0,5.0 ||  -60, -61, -61, -63, -65 ||  -59, -61, -60, -65, -65 ||  -58, -58, -58, -61, -62 ||  -61, -62, -62, -64, -66 ||  -58, -59, -58, -61, -63 ||  -61, -63, -62, -64, -66
4.0,6.0 ||  -63, -62, -63, -62, -63 ||  -61, -60, -61, -65, -61 ||  -62, -60, -62, -61, -61 ||  -65, -63, -65, -63, -64 ||  -59, -57, -59, -57, -58 ||  -63, -62, -63, -62, -63
4.0,7.0 ||  -63, -63, -65, -60, -61 ||  -59, -59, -61, -59, -57 ||  -62, -62, -64, -59, -60 ||  -64, -62, -66, -61, -62 ||  -56, -55, -57, -52, -53 ||  -61, -62, -63, -59, -60
4.0,8.0 ||  -63, -65, -67, -59, -60 ||  -57, -59, -61, -53, -54 ||  -62, -64, -66, -58, -59 ||  -64, -62, -68, -60, -61 ||  -54, -53, -55, -48, -48 ||  -60, -62, -64, -56, -57
4.0,9.0 ||  -67, -63, -64, -59, -63 ||  -60, -57, -58, -52, -56 ||  -66, -63, -64, -59, -62 ||  -68, -62, -66, -60, -64 ||  -53, -48, -49, -44, -47 ||  -63, -59, -61, -55, -59
4.0,10.0 ||  -72, -62, -62, -60, -66 ||  -63, -55, -55, -52, -58 ||  -71, -62, -63, -60, -66 ||  -73, -63, -64, -61, -67 ||  -52, -43, -43, -40, -46 ||  -67, -57, -58, -55, -61
5.0,0.0 ||  -60, -59, -58, -57, -59 ||  -68, -66, -64, -65, -66 ||  -47, -46, -45, -45, -46 ||  -62, -59, -57, -58, -59 ||  -67, -65, -64, -64, -65 ||  -68, -67, -66, -64, -66
5.0,1.0 ||  -61, -60, -59, -58, -58 ||  -67, -66, -65, -64, -65 ||  -51, -50, -49, -48, -48 ||  -62, -60, -59, -58, -59 ||  -66, -65, -64, -63, -63 ||  -67, -65, -66, -64, -64
5.0,2.0 ||  -62, -61, -61, -59, -58 ||  -67, -66, -66, -64, -63 ||  -55, -54, -54, -52, -51 ||  -62, -61, -61, -59, -58 ||  -66, -65, -65, -62, -62 ||  -67, -64, -66, -64, -63
5.0,3.0 ||  -61, -61, -61, -61, -62 ||  -64, -64, -64, -64, -65 ||  -55, -55, -55, -56, -56 ||  -61, -61, -61, -61, -62 ||  -62, -62, -62, -63, -63 ||  -65, -63, -64, -64, -65
5.0,4.0 ||  -60, -61, -62, -64, -65 ||  -61, -62, -62, -65, -67 ||  -56, -56, -56, -60, -61 ||  -60, -60, -60, -63, -65 ||  -59, -60, -59, -63, -65 ||  -62, -62, -62, -65, -67
5.0,5.0 ||  -61, -62, -62, -63, -64 ||  -61, -62, -61, -64, -64 ||  -58, -58, -58, -60, -61 ||  -61, -62, -61, -63, -64 ||  -58, -59, -58, -60, -61 ||  -62, -62, -61, -63, -64
5.0,6.0 ||  -63, -63, -63, -63, -63 ||  -61, -62, -61, -63, -61 ||  -61, -61, -61, -61, -60 ||  -63, -63, -63, -62, -62 ||  -58, -58, -58, -57, -57 ||  -61, -62, -61, -61, -61
5.0,7.0 ||  -63, -63, -64, -63, -63 ||  -60, -60, -60, -61, -59 ||  -61, -61, -62, -60, -61 ||  -63, -62, -64, -63, -63 ||  -55, -54, -55, -54, -54 ||  -60, -60, -60, -59, -59
5.0,8.0 ||  -63, -63, -65, -63, -63 ||  -58, -58, -60, -58, -58 ||  -62, -61, -63, -60, -62 ||  -63, -61, -66, -63, -63 ||  -53, -50, -52, -51, -51 ||  -58, -58, -60, -58, -58
5.0,9.0 ||  -67, -62, -64, -62, -64 ||  -61, -56, -59, -56, -58 ||  -66, -61, -64, -60, -63 ||  -67, -61, -65, -62, -64 ||  -52, -46, -48, -46, -48 ||  -61, -56, -59, -56, -58
5.0,10.0 ||  -71, -62, -64, -61, -65 ||  -64, -55, -58, -54, -58 ||  -70, -61, -64, -60, -64 ||  -71, -62, -65, -61, -65 ||  -51, -42, -45, -40, -45 ||  -64, -55, -58, -54, -58
6.0,0.0 ||  -60, -59, -58, -61, -63 ||  -66, -64, -63, -68, -69 ||  -44, -44, -43, -47, -48 ||  -59, -55, -54, -59, -60 ||  -64, -62, -62, -67, -67 ||  -65, -64, -66, -67, -68
6.0,1.0 ||  -62, -61, -59, -60, -60 ||  -67, -65, -63, -66, -65 ||  -50, -49, -47, -49, -48 ||  -60, -57, -55, -58, -57 ||  -65, -63, -62, -64, -63 ||  -66, -63, -64, -65, -64
6.0,2.0 ||  -65, -63, -60, -60, -58 ||  -69, -67, -64, -64, -62 ||  -56, -54, -51, -51, -49 ||  -62, -60, -57, -57, -55 ||  -67, -65, -62, -62, -60 ||  -68, -62, -63, -63, -61
6.0,3.0 ||  -64, -62, -62, -61, -61 ||  -66, -65, -64, -64, -63 ||  -57, -55, -54, -55, -54 ||  -62, -59, -59, -59, -58 ||  -64, -62, -61, -62, -61 ||  -66, -61, -63, -63, -62
6.0,4.0 ||  -63, -61, -65, -63, -64 ||  -64, -63, -64, -65, -65 ||  -58, -56, -58, -59, -59 ||  -62, -59, -61, -61, -62 ||  -62, -60, -61, -62, -62 ||  -65, -61, -63, -63, -64
6.0,5.0 ||  -63, -63, -64, -63, -63 ||  -63, -63, -62, -63, -63 ||  -59, -59, -59, -60, -59 ||  -62, -61, -61, -61, -61 ||  -59, -59, -59, -59, -59 ||  -62, -61, -61, -61, -61
6.0,6.0 ||  -64, -65, -63, -64, -63 ||  -62, -64, -61, -62, -61 ||  -61, -62, -60, -61, -60 ||  -62, -64, -61, -62, -61 ||  -57, -59, -57, -57, -57 ||  -60, -62, -59, -60, -59
6.0,7.0 ||  -64, -63, -63, -66, -65 ||  -61, -60, -60, -63, -62 ||  -61, -60, -60, -62, -63 ||  -62, -62, -62, -64, -63 ||  -55, -53, -53, -56, -56 ||  -58, -58, -57, -60, -59
6.0,8.0 ||  -64, -61, -63, -68, -67 ||  -60, -57, -59, -64, -63 ||  -62, -59, -61, -63, -66 ||  -63, -60, -64, -67, -66 ||  -53, -48, -50, -55, -55 ||  -57, -54, -56, -61, -60
6.0,9.0 ||  -67, -61, -65, -65, -65 ||  -62, -56, -60, -60, -61 ||  -66, -59, -63, -62, -64 ||  -66, -60, -65, -64, -65 ||  -51, -44, -48, -48, -49 ||  -59, -53, -57, -57, -57
6.0,10.0 ||  -71, -62, -67, -62, -64 ||  -65, -56, -62, -56, -59 ||  -70, -60, -66, -61, -63 ||  -70, -61, -67, -61, -64 ||  -50, -41, -47, -41, -44 ||  -62, -53, -58, -53, -55
7.0,0.0 ||  -61, -63, -63, -62, -65 ||  -66, -67, -68, -67, -70 ||  -49, -51, -51, -51, -53 ||  -55, -55, -55, -55, -58 ||  -64, -65, -66, -66, -68 ||  -65, -66, -68, -66, -69
7.0,1.0 ||  -62, -64, -62, -63, -63 ||  -66, -68, -66, -67, -67 ||  -52, -54, -52, -54, -53 ||  -56, -57, -55, -56, -56 ||  -64, -66, -64, -66, -65 ||  -65, -66, -65, -66, -66
7.0,2.0 ||  -63, -65, -62, -65, -61 ||  -66, -68, -65, -68, -64 ||  -55, -57, -54, -57, -53 ||  -57, -59, -56, -58, -55 ||  -64, -66, -63, -66, -62 ||  -65, -65, -63, -66, -63
7.0,3.0 ||  -47, -48, -47, -48, -46 ||  -49, -50, -48, -50, -48 ||  -42, -42, -41, -43, -41 ||  -44, -44, -43, -44, -43 ||  -47, -48, -46, -48, -46 ||  -48, -48, -47, -49, -47
7.0,4.0 ||  -31, -30, -32, -31, -32 ||  -32, -31, -32, -32, -32 ||  -29, -28, -29, -29, -29 ||  -31, -29, -30, -30, -31 ||  -31, -30, -30, -31, -31 ||  -32, -30, -31, -31, -32
7.0,5.0 ||  -47, -48, -49, -46, -48 ||  -46, -48, -48, -46, -47 ||  -44, -45, -45, -43, -45 ||  -45, -46, -46, -44, -46 ||  -43, -44, -45, -43, -42 ||  -45, -45, -45, -43, -45
7.0,6.0 ||  -63, -65, -65, -61, -64 ||  -61, -64, -64, -60, -62 ||  -60, -62, -62, -58, -61 ||  -60, -63, -62, -58, -61 ||  -56, -59, -59, -55, -53 ||  -57, -60, -60, -56, -59
7.0,7.0 ||  -64, -65, -65, -63, -65 ||  -61, -63, -62, -61, -62 ||  -61, -62, -62, -59, -62 ||  -61, -63, -63, -61, -62 ||  -55, -56, -56, -54, -54 ||  -56, -58, -57, -56, -58
7.0,8.0 ||  -65, -65, -64, -65, -66 ||  -62, -62, -61, -62, -63 ||  -63, -63, -62, -61, -64 ||  -63, -63, -63, -63, -64 ||  -55, -54, -53, -54, -55 ||  -56, -56, -55, -56, -57
7.0,9.0 ||  -68, -65, -66, -66, -65 ||  -64, -61, -62, -61, -61 ||  -66, -64, -64, -63, -63 ||  -66, -64, -65, -64, -64 ||  -55, -51, -52, -52, -52 ||  -57, -54, -55, -55, -54
7.0,10.0 ||  -71, -65, -68, -66, -64 ||  -66, -60, -63, -61, -60 ||  -70, -65, -66, -65, -63 ||  -70, -65, -67, -65, -63 ||  -55, -48, -51, -50, -48 ||  -59, -52, -55, -54, -52
8.0,0.0 ||  -63, -67, -68, -63, -68 ||  -67, -71, -73, -67, -72 ||  -54, -59, -60, -56, -59 ||  -51, -55, -57, -51, -56 ||  -65, -69, -71, -65, -70 ||  -65, -69, -70, -65, -70
8.0,1.0 ||  -62, -67, -66, -66, -66 ||  -65, -70, -70, -69, -69 ||  -54, -60, -58, -59, -58 ||  -51, -56, -56, -55, -56 ||  -63, -68, -67, -67, -67 ||  -63, -69, -67, -67, -67
8.0,2.0 ||  -62, -68, -64, -70, -65 ||  -64, -70, -67, -72, -67 ||  -55, -61, -57, -63, -58 ||  -52, -58, -55, -60, -56 ||  -62, -68, -64, -70, -65 ||  -62, -69, -64, -70, -65
8.0,3.0 ||  -31, -34, -32, -35, -32 ||  -32, -35, -33, -36, -33 ||  -27, -30, -28, -31, -29 ||  -26, -29, -27, -30, -28 ||  -31, -34, -32, -35, -32 ||  -31, -34, -32, -35, -32
8.0,4.0 ||  0, 0, 0, 0, 0 ||  0, 0, 0, 0, 0 ||  0, 0, 0, 0, 0 ||  0, 0, 0, 0, 0 ||  0, 0, 0, 0, 0 ||  0, 0, 0, 0, 0
8.0,5.0 ||  -31, -33, -34, -29, -32 ||  -30, -32, -33, -29, -32 ||  -29, -31, -32, -27, -31 ||  -29, -31, -32, -27, -30 ||  -28, -30, -31, -26, -24 ||  -27, -29, -30, -26, -29
8.0,6.0 ||  -62, -66, -68, -59, -65 ||  -61, -65, -67, -58, -64 ||  -59, -62, -65, -55, -62 ||  -58, -62, -64, -55, -61 ||  -56, -60, -62, -53, -49 ||  -55, -59, -61, -52, -59
8.0,7.0 ||  -64, -68, -67, -61, -65 ||  -62, -66, -65, -59, -63 ||  -62, -64, -64, -57, -62 ||  -61, -64, -63, -57, -62 ||  -56, -60, -59, -53, -52 ||  -55, -58, -57, -51, -56
8.0,8.0 ||  -67, -70, -66, -63, -66 ||  -64, -67, -63, -60, -63 ||  -65, -67, -63, -60, -63 ||  -64, -67, -63, -60, -63 ||  -57, -60, -56, -53, -56 ||  -55, -58, -54, -51, -54
8.0,9.0 ||  -69, -69, -67, -67, -65 ||  -66, -65, -64, -63, -62 ||  -67, -69, -65, -64, -63 ||  -67, -68, -65, -64, -63 ||  -58, -58, -56, -56, -54 ||  -55, -55, -53, -53, -51
8.0,10.0 ||  -72, -68, -69, -71, -65 ||  -68, -64, -65, -67, -61 ||  -70, -71, -67, -69, -63 ||  -70, -69, -67, -69, -63 ||  -60, -56, -56, -59, -53 ||  -56, -52, -53, -55, -49
9.0,0.0 ||  -65, -66, -64, -65, -65 ||  -69, -69, -68, -69, -69 ||  -58, -59, -57, -59, -58 ||  -39, -40, -38, -39, -39 ||  -67, -67, -66, -67, -67 ||  -66, -67, -66, -66, -66
9.0,1.0 ||  -64, -65, -63, -67, -64 ||  -66, -68, -67, -70, -67 ||  -57, -58, -57, -61, -58 ||  -45, -46, -45, -48, -46 ||  -64, -67, -64, -68, -65 ||  -64, -65, -64, -67, -64
9.0,2.0 ||  -62, -64, -63, -69, -64 ||  -64, -66, -66, -71, -66 ||  -56, -58, -57, -63, -58 ||  -50, -53, -52, -57, -53 ||  -62, -66, -63, -69, -64 ||  -61, -64, -62, -68, -63
9.0,3.0 ||  -47, -49, -48, -51, -49 ||  -49, -50, -49, -52, -50 ||  -43, -45, -43, -46, -45 ||  -39, -41, -40, -43, -42 ||  -47, -49, -47, -50, -49 ||  -46, -47, -46, -49, -48
9.0,4.0 ||  -33, -33, -32, -32, -35 ||  -33, -34, -32, -33, -35 ||  -31, -31, -30, -30, -33 ||  -29, -29, -28, -28, -31 ||  -32, -32, -32, -31, -34 ||  -30, -31, -30, -30, -33
9.0,5.0 ||  -48, -48, -48, -47, -50 ||  -48, -48, -48, -47, -49 ||  -45, -45, -45, -44, -47 ||  -43, -44, -44, -43, -45 ||  -44, -44, -45, -44, -44 ||  -42, -43, -43, -42, -45
9.0,6.0 ||  -63, -63, -65, -62, -64 ||  -62, -62, -64, -62, -64 ||  -60, -59, -61, -59, -61 ||  -58, -58, -60, -58, -60 ||  -57, -57, -59, -57, -54 ||  -55, -55, -57, -54, -57
9.0,7.0 ||  -64, -65, -64, -63, -66 ||  -63, -63, -62, -62, -64 ||  -62, -62, -60, -60, -63 ||  -60, -61, -59, -59, -62 ||  -57, -58, -57, -56, -56 ||  -53, -54, -53, -52, -55
9.0,8.0 ||  -66, -67, -63, -64, -67 ||  -64, -64, -60, -62, -65 ||  -64, -64, -60, -61, -64 ||  -63, -63, -59, -61, -64 ||  -57, -58, -54, -55, -58 ||  -52, -53, -49, -50, -53
9.0,9.0 ||  -68, -67, -66, -67, -66 ||  -65, -64, -63, -64, -63 ||  -66, -66, -63, -65, -64 ||  -65, -65, -63, -64, -63 ||  -58, -58, -56, -57, -57 ||  -47, -45, -44, -45, -45
9.0,10.0 ||  -70, -68, -69, -70, -66 ||  -66, -64, -65, -67, -62 ||  -68, -68, -67, -68, -64 ||  -67, -67, -66, -68, -63 ||  -59, -57, -58, -60, -55 ||  -41, -38, -39, -41, -36
10.0,0.0 ||  -68, -65, -60, -68, -63 ||  -71, -68, -63, -71, -66 ||  -62, -59, -54, -62, -58 ||  -28, -25, -20, -28, -23 ||  -69, -66, -61, -69, -64 ||  -68, -65, -62, -68, -63
10.0,1.0 ||  -65, -63, -61, -68, -63 ||  -68, -65, -64, -71, -65 ||  -60, -57, -55, -62, -58 ||  -38, -36, -34, -41, -36 ||  -65, -65, -62, -68, -63 ||  -64, -62, -61, -67, -62
10.0,2.0 ||  -63, -61, -63, -69, -63 ||  -65, -63, -65, -71, -65 ||  -58, -56, -57, -63, -58 ||  -49, -48, -49, -55, -50 ||  -62, -65, -63, -68, -63 ||  -61, -59, -61, -67, -61
10.0,3.0 ||  -64, -64, -64, -67, -67 ||  -66, -66, -65, -68, -68 ||  -60, -59, -58, -62, -62 ||  -53, -53, -52, -56, -56 ||  -63, -64, -63, -65, -65 ||  -61, -60, -60, -63, -63
10.0,4.0 ||  -66, -67, -65, -65, -71 ||  -67, -69, -65, -66, -71 ||  -62, -63, -60, -61, -66 ||  -58, -59, -56, -57, -62 ||  -64, -64, -64, -62, -68 ||  -61, -62, -60, -60, -66
10.0,5.0 ||  -65, -63, -63, -65, -67 ||  -65, -64, -63, -66, -67 ||  -61, -60, -59, -62, -63 ||  -58, -57, -56, -59, -60 ||  -61, -59, -60, -61, -63 ||  -58, -56, -56, -58, -60
10.0,6.0 ||  -64, -60, -62, -66, -64 ||  -64, -60, -61, -66, -64 ||  -61, -57, -58, -63, -61 ||  -59, -55, -56, -61, -59 ||  -59, -55, -57, -61, -59 ||  -55, -51, -53, -57, -55
10.0,7.0 ||  -65, -62, -61, -66, -66 ||  -64, -61, -59, -65, -65 ||  -62, -59, -57, -63, -63 ||  -60, -57, -56, -61, -62 ||  -58, -56, -55, -59, -60 ||  -52, -49, -48, -53, -54
10.0,8.0 ||  -66, -64, -60, -66, -69 ||  -64, -62, -58, -64, -67 ||  -63, -62, -57, -63, -66 ||  -62, -60, -56, -62, -65 ||  -58, -57, -53, -58, -61 ||  -50, -48, -44, -50, -53
10.0,9.0 ||  -67, -66, -64, -68, -68 ||  -64, -63, -62, -65, -65 ||  -64, -64, -62, -65, -65 ||  -63, -62, -61, -64, -64 ||  -58, -58, -56, -59, -59 ||  -38, -36, -35, -38, -38
